iter	Accuracy	MultiClass
877	0.9813436872	0.06452096244
878	0.9813425609	0.06448631137
879	0.9813414345	0.0644689681
880	0.981346663	0.06444538306
881	0.9813536344	0.06443194427
882	0.9813891528	0.06440001303
883	0.9813891528	0.06439986089
884	0.9813897693	0.06437697882
885	0.9814323042	0.06435506423
886	0.9814736062	0.06431615411
887	0.9814834468	0.06428511641
888	0.9815085081	0.0642621827
889	0.981528341	0.06424647171
890	0.9815237289	0.06422759472
891	0.9815237289	0.06420278732
892	0.9815424354	0.06417660784
893	0.9815714924	0.06414679661
894	0.9816397051	0.06412350798
895	0.981641448	0.06410132895
896	0.9816682522	0.06407977615
897	0.9816636401	0.06405782088
898	0.9817044322	0.06402560804
899	0.9816864487	0.06400469205
900	0.9817698823	0.06397675254
901	0.9817535351	0.06396408157
902	0.9817551714	0.06394762584
903	0.9817610164	0.06393064043
904	0.981783102	0.06391323446
905	0.9817832085	0.06388896795
906	0.9817622042	0.0638567019
907	0.9817995106	0.0638291382
908	0.9818112457	0.06380262931
909	0.9818112457	0.063784467
910	0.9817931557	0.06376557471
911	0.9817966413	0.06374922553
912	0.9818509114	0.06372624425
913	0.9818328214	0.06370825799
914	0.9818328214	0.06368280069
915	0.981836307	0.06367176982
916	0.9818981649	0.0636482334
917	0.9818958056	0.06361367999
918	0.9818846869	0.06358176547
919	0.9819080055	0.06356139275
920	0.9818840705	0.06354039413
921	0.9818683398	0.06351550846
922	0.9819114912	0.06349523737
923	0.9819080055	0.06347071187
924	0.9819149768	0.06343718849
925	0.9819202054	0.06342025318
926	0.9819575118	0.0634042275
927	0.9819831896	0.06339770248
928	0.9819814468	0.06337788758
929	0.9820357168	0.06335743663
930	0.9820192631	0.06335035645
931	0.9820356102	0.063331096
932	0.9820384795	0.06331877597
933	0.9820186466	0.06328877328
934	0.9820051687	0.06326083707
935	0.982090855	0.06322084489
936	0.9820698957	0.06318622849
937	0.9820868594	0.06314566784
938	0.9821049494	0.06312253979
939	0.9820851165	0.06308724292
940	0.9821230394	0.06307347401
941	0.98215046	0.06305057723
942	0.9821818763	0.06299990586
943	0.9821818763	0.06297079873
944	0.9821836192	0.06295156922
945	0.9821661456	0.06293816888
946	0.9821597907	0.06292968527
947	0.9821620435	0.06291513556
948	0.9821847456	0.06289269162
949	0.9821953543	0.06287590242
950	0.9822413749	0.06285588099
951	0.9822466034	0.06283985436
952	0.9822681791	0.062814509
953	0.9822716648	0.06279136848
954	0.9822716648	0.06277395237
955	0.9822448606	0.06274283209
956	0.9822378892	0.06272948332
957	0.9822442441	0.06270893955
958	0.9822669462	0.06268906421
959	0.9822961097	0.06267254051
960	0.9823007218	0.06265245012
961	0.982268689	0.06262542663
962	0.982268689	0.06259939669
963	0.9822948768	0.06257643756
964	0.9822733011	0.06256298372
965	0.9822733011	0.06254819884
966	0.9822750439	0.06253630629
967	0.9822896482	0.06251396076
968	0.9823094811	0.06250073647
969	0.982315836	0.06247862352
970	0.9823210645	0.06245115609
971	0.9823210645	0.06242786448
972	0.9823338809	0.06240148026
973	0.9823111788	0.06239312603
974	0.9823519709	0.06237294606
975	0.9823554566	0.06235598416
976	0.982374673	0.06233372824
977	0.9823945058	0.06231735831
978	0.9824073673	0.06229853529
979	0.9824306858	0.06228185009
980	0.9824370407	0.06224680071
981	0.9824749636	0.06222461651
982	0.9824679922	0.06219342452
983	0.9824901844	0.0621774419
984	0.9824947964	0.06216137283
985	0.9824644614	0.06212654864
986	0.9824842942	0.06210035417
987	0.9825052535	0.06207997313
988	0.9825484049	0.06206204721
989	0.9825729563	0.06202354872
990	0.9825712135	0.06199897059
991	0.9825513806	0.06199225582
992	0.9825444092	0.06197119859
993	0.9825467685	0.06195372164
994	0.9825438993	0.06193342178
995	0.9825450257	0.06190411677
996	0.9825450257	0.0619034259
997	0.9826085199	0.06188233731
998	0.9826329648	0.06185830563
999	0.9826225077	0.06184190709
